owner,repo,,,,,,,,,,,,,,
deepdiy,deepdiy,,,,,,,,,,,,,,huggingface/transformers
NREL,phygnn,,,,,,,,,,,,,,pytorch/pytorch
Oslandia,deeposlandia,,,,,,,,,,,,,,keras-team/keras
udacity,RoboND-DeepLearning-Project,,,,,,,,,,,,,,deepfakes/faceswap
oval-group,dfw,,,,,,,,,,,,,,facebookresearch/fairseq
IBM,inFairness,,,,,,,,,,,,,,google/jax
brandontrabucco,design-bench,,,,,,,,,,,,,,lutzroeder/netron
CRBS,cdeep3m,,,,,,,,,,,,,,academic/awesome-datascience
hcji,PyFingerprint,,,,,,,,,,,,,,PaddlePaddle/Paddle
XinshaoAmosWang,ProSelfLC-AT,,,,,,,,,,,,,,HumanSignal/labelImg
imperial-qore,COSCO,,,,,,,,,,,,,,shap/shap
debrajhyper,Topic_Learning_Resources,,,,,,,,,,,,,,tinygrad/tinygrad
maxmekiska,Imbrium,,,,,,,,,,,,,,pyg-team/pytorch_geometric
tensorly,torch,,,,,,,,,,,,,,Tencent/ncnn
amd,ZenDNN,,,,,,,,,,,,,,microsoft/CNTK
Heldenkombinat,Logodetect,,,,,,,,,,,,,,recommenders-team/recommenders
HamadYA,GhostFaceNets,,,,,,,,,,,,,,onnx/onnx
rundherum,pymia,,,,,,,,,,,,,,lucidrains/vit-pytorch
MLRG-CEFET-RJ,stconvs2s,,,,,,,,,,,,,,coqui-ai/TTS
AlturosDestinations,Alturos.ImageAnnotation,,,,,,,,,,,,,,ml-tooling/best-of-ml-python
kimmo1019,Roundtrip,,,,,,,,,,,,,,EthicalML/awesome-production-machine-learning
NREL,nfp,,,,,,,,,,,,,,microsoft/nni
kailaix,ADSeismic.jl,,,,,,,,,,,,,,dmlc/dgl
jomjol,neural-network-digital-counter-readout,,,,,,,,,,,,,,rasbt/python-machine-learning-book
nict-wisdom,rannc,,,,,,,,,,,,,,alexjc/neural-enhance
saforem2,l2hmc-qcd,,,,,,,,,,,,,,AaronFeng753/Waifu2x-Extension-GUI
eora-ai,torchok,,,,,,,,,,,,,,
YukeWang96,GNNAdvisor_OSDI21,,,,,,,,,,,,,,
kundajelab,chrombpnet,,,,,,,,,,,,,,
DigitalGrainSize,SediNet,,,,,,,,,,,,,,
guildai,_guild-legacy,,,,,,,,,,,,,,
fvalka,atc-reinforcement-learning,,,,,,,,,,,,,,
lacmus-foundation,lacmus-app,,,,,,,,,,,,,,
kmader,Quantitative-Big-Imaging-2018,,,,,,,,,,,,,,
mala-project,mala,,,,,,,,,,,,,,
unifyai,gym,,,,,,,,,,,,,,
mmphego,face_mask_detection_openvino,,,,,,,,,,,,,,
SvenBecker,vscode-pytorch,,,,,,,,,,,,,,
jolibrain,livedetect,,,,,,,,,,,,,,
jarrellmark,ai_upscaler_for_blender,,,,,,,,,,,,,,
raspstephan,CBRAIN-CAM,,,,,,,,,,,,,,
kristinbranson,APT,,,,,,,,,,,,,,
rakutentech,stAdv,,,,,,,,,,,,,,
BirdVox,birdvoxdetect,,,,,,,,,,,,,,
jsbruglie,gap,,,,,,,,,,,,,,
jmschrei,torchegranate,,,,,,,,,,,,,,
MaximIntegratedAI,ai8x-training,,,,,,,,,,,,,,
BioSystemsUM,DeepMol,,,,,,,,,,,,,,
Nicholasli1995,VisualizingNDF,,,,,,,,,,,,,,
zggg1p,A-Domain-Adaption-Transfer-Learning-Bearing-Fault-Diagnosis-Model-Based-on-Wide-Convolution-Deep-Neu,,,,,,,,,,,,,,
TuragaLab,DECODE,,,,,,,,,,,,,,
castorini,honkling,,,,,,,,,,,,,,
Geethen,geeml,,,,,,,,,,,,,,
peizhenbai,DrugBAN,,,,,,,,,,,,,,
CDDLeiden,DrugEx,,,,,,,,,,,,,,
jnlt3,blackmarlin,,,,,,,,,,,,,,
zackbatist,open-archaeo,,,,,,,,,,,,,,
IBM,simulai,,,,,,,,,,,,,,
jhu-lcsr,costar_plan,,,,,,,,,,,,,,
JuliaPOMDP,DeepQLearning.jl,,,,,,,,,,,,,,
rindow,rindow-neuralnetworks,,,,,,,,,,,,,,
StanfordASL,hj_reachability,,,,,,,,,,,,,,
chncwang,InsNet,,,,,,,,,,,,,,
huzongxiang,MatDGL,,,,,,,,,,,,,,
doriguzzi,lucid-ddos,,,,,,,,,,,,,,
vocalpy,vak,,,,,,,,,,,,,,
kurtschelfthout,tensorken,,,,,,,,,,,,,,
a-n-rose,Python-Sound-Tool,,,,,,,,,,,,,,
ambianic,fall-detection,,,,,,,,,,,,,,
ENSTA-U2IS,torch-uncertainty,,,,,,,,,,,,,,
tensordot,syntaxdot,,,,,,,,,,,,,,
famura,SimuRLacra,,,,,,,,,,,,,,
emer,leabra,,,,,,,,,,,,,,
ethz-pes,AI-mag,,,,,,,,,,,,,,
lanagarmire,deepimpute,,,,,,,,,,,,,,
pytorchfi,pytorchfi,,,,,,,,,,,,,,
Fontinalis,fonet,,,,,,,,,,,,,,
PrincetonUniversity,PsyNeuLink,,,,,,,,,,,,,,
online-ml,deep-river,,,,,,,,,,,,,,
guicho271828,latplan,,,,,,,,,,,,,,
delve-team,delve,,,,,,,,,,,,,,
yzhuoning,LibAUC,,,,,,,,,,,,,,
tcapelle,termGPT,,,,,,,,,,,,,,
learningOrchestra,mlToolKits,,,,,,,,,,,,,,
JulesBelveze,bert-squeeze,,,,,,,,,,,,,,
GuitarML,Chameleon,,,,,,,,,,,,,,
DlutMedimgGroup,AnatomySketch-Software,,,,,,,,,,,,,,
yuyq96,D-TDNN,,,,,,,,,,,,,,
AllanYiin,trident,,,,,,,,,,,,,,
BigDataBiology,SemiBin,,,,,,,,,,,,,,
april-org,april-ann,,,,,,,,,,,,,,
pyprob,ppx,,,,,,,,,,,,,,
Project-DC,pygeneses,,,,,,,,,,,,,,
calico,solo,,,,,,,,,,,,,,
JanPalasek,ulozto-captcha-breaker,,,,,,,,,,,,,,
ariG23498,G-SimCLR,,,,,,,,,,,,,,
IBM,MAX-Image-Caption-Generator-Web-App,,,,,,,,,,,,,,
LLNL,Aluminum,,,,,,,,,,,,,,
bio-ontology-research-group,deepgoplus,,,,,,,,,,,,,,
canturan10,satellighte,,,,,,,,,,,,,,
kailaix,AdFem.jl,,,,,,,,,,,,,,
PopicLab,cue,,,,,,,,,,,,,,
arpastrana,jax_fdm,,,,,,,,,,,,,,
maddin79,darch,,,,,,,,,,,,,,
ai4iacts,hexagdly,,,,,,,,,,,,,,
fzi-forschungszentrum-informatik,TSInterpret,,,,,,,,,,,,,,
jisungk,RIDDLE,,,,,,,,,,,,,,
ZJUFanLab,scDeepSort,,,,,,,,,,,,,,
sony,nnabla-ext-cuda,,,,,,,,,,,,,,
Tony-Y,cgnn,,,,,,,,,,,,,,
coreylammie,MemTorch,,,,,,,,,,,,,,
sustainlab-group,africa_poverty,,,,,,,,,,,,,,
fhalab,MLDE,,,,,,,,,,,,,,
zabaras,transformer-physx,,,,,,,,,,,,,,
maikherbig,AIDeveloper,,,,,,,,,,,,,,
PaddlePaddle,PaddleDTX,,,,,,,,,,,,,,
weberlab-hhu,Helixer,,,,,,,,,,,,,,
nischi,MMM-Face-Reco-DNN,,,,,,,,,,,,,,
cansik,deep-vision-processing,,,,,,,,,,,,,,
sentinel-hub,eo-flow,,,,,,,,,,,,,,
slimgroup,JUDI.jl,,,,,,,,,,,,,,
ytarazona,scikit-eo,,,,,,,,,,,,,,
JuliaTrustworthyAI,CounterfactualExplanations.jl,,,,,,,,,,,,,,
verivital,nnv,,,,,,,,,,,,,,
aimat-lab,gcnn_keras,,,,,,,,,,,,,,
sunglasses-ai,classy,,,,,,,,,,,,,,
octree-nn,ocnn-pytorch,,,,,,,,,,,,,,
GustikS,NeuraLogic,,,,,,,,,,,,,,
Starlitnightly,omicverse,,,,,,,,,,,,,,
TexasInstruments,edgeai-tidl-tools,,,,,,,,,,,,,,
shyamsn97,hyper-nn,,,,,,,,,,,,,,
gizatechxyz,orion,,,,,,,,,,,,,,
IGNF,myria3d,,,,,,,,,,,,,,
master,tensorflow-riemopt,,,,,,,,,,,,,,
FreshAirTonight,af2complex,,,,,,,,,,,,,,
LLNL,merlin,,,,,,,,,,,,,,
tensordiffeq,TensorDiffEq,,,,,,,,,,,,,,
Merck,deepbgc,,,,,,,,,,,,,,
MLRichter,receptive_field_analysis_toolbox,,,,,,,,,,,,,,
biocore,mmvec,,,,,,,,,,,,,,
RubixML,Sentiment,,,,,,,,,,,,,,
ivannz,cplxmodule,,,,,,,,,,,,,,
NVIDIA-Genomics-Research,AtacWorks,,,,,,,,,,,,,,
p2irc,deepplantphenomics,,,,,,,,,,,,,,
pykt-team,pykt-toolkit,,,,,,,,,,,,,,
mitmedialab,sherlock-project,,,,,,,,,,,,,,
royerlab,aydin,,,,,,,,,,,,,,
bhrnjica,anndotnet,,,,,,,,,,,,,,
selflein,GraphNN-Multi-Object-Tracking,,,,,,,,,,,,,,
ThinkingTransistor,Sigma,,,,,,,,,,,,,,
VerisimilitudeX,DNAnalyzer,,,,,,,,,,,,,,
jump-cellpainting,datasets,,,,,,,,,,,,,,
cosmoquester,2021-dialogue-summary-competition,,,,,,,,,,,,,,
PKU-DAIR,SGL,,,,,,,,,,,,,,
BUPT-GAMMA,GammaGL,,,,,,,,,,,,,,
pralab,secml,,,,,,,,,,,,,,
BeTomorrow,ReImproveJS,,,,,,,,,,,,,,
FluxML,MLJFlux.jl,,,,,,,,,,,,,,
yconst,YCML,,,,,,,,,,,,,,
xavctn,img2table,,,,,,,,,,,,,,
qigitphannover,DeepQuantumNeuralNetworks,,,,,,,,,,,,,,
jdermody,brightwire,,,,,,,,,,,,,,
molML,MoleculeACE,,,,,,,,,,,,,,
nalexai,hyperlib,,,,,,,,,,,,,,
Photon-AI-Research,NeuralSolvers,,,,,,,,,,,,,,
leverxgroup,esrgan,,,,,,,,,,,,,,
xuhongzuo,DeepOD,,,,,,,,,,,,,,
materialsvirtuallab,matgl,,,,,,,,,,,,,,
sony,nnabla-rl,,,,,,,,,,,,,,
JuliaPlots,RecipesBase.jl,,,,,,,,,,,,,,
ertis-research,kafka-ml,,,,,,,,,,,,,,
axondeepseg,axondeepseg,,,,,,,,,,,,,,
lancopku,meProp,,,,,,,,,,,,,,
PhosphorylatedRabbits,paperscraper,,,,,,,,,,,,,,
Living-with-machines,DeezyMatch,,,,,,,,,,,,,,
IBM,MAX-Object-Detector-Web-App,,,,,,,,,,,,,,
TomGeorge1234,RatInABox,,,,,,,,,,,,,,
rjbruin,flexconv,,,,,,,,,,,,,,
kedz,nnsum,,,,,,,,,,,,,,
can-lehmann,exprgrad,,,,,,,,,,,,,,
greenelab,SPRINT_gan,,,,,,,,,,,,,,
CompCogNeuro,sims,,,,,,,,,,,,,,
juexinwang,scGNN,,,,,,,,,,,,,,
kwsou,video2x,,,,,,,,,,,,,,
hsf-training,PyHEP-resources,,,,,,,,,,,,,,
weecology,NeonTreeEvaluation,,,,,,,,,,,,,,
dfdx,Avalon.jl,,,,,,,,,,,,,,
lava-nc,lava-dl,,,,,,,,,,,,,,
Rishit-dagli,Gradient-Centralization-TensorFlow,,,,,,,,,,,,,,
larq,zoo,,,,,,,,,,,,,,
ziatdinovmax,gpax,,,,,,,,,,,,,,
red-data-tools,red-chainer,,,,,,,,,,,,,,
HKU-BAL,Clair,,,,,,,,,,,,,,
intel,ros_openvino_toolkit,,,,,,,,,,,,,,
microsoft,MT-DNN,,,,,,,,,,,,,,
usnistgov,alignn,,,,,,,,,,,,,,
deepmind,jmp,,,,,,,,,,,,,,
auDeep,auDeep,,,,,,,,,,,,,,
intel,ros2_openvino_toolkit,,,,,,,,,,,,,,
divelab,GOOD,,,,,,,,,,,,,,
kdgutier,esrnn_torch,,,,,,,,,,,,,,
deepakkumar1984,MxNet.Sharp,,,,,,,,,,,,,,
RelationRx,pyrelational,,,,,,,,,,,,,,
LINCellularNeuroscience,VAME,,,,,,,,,,,,,,
tidymodels,embed,,,,,,,,,,,,,,
pranftw,neograd,,,,,,,,,,,,,,
tensorflow,ngraph-bridge,,,,,,,,,,,,,,
DanRuta,jsNet,,,,,,,,,,,,,,
valeoai,BF3S,,,,,,,,,,,,,,
aramis-lab,clinicadl,,,,,,,,,,,,,,
minerva-ml,steppy,,,,,,,,,,,,,,
botkop,scorch,,,,,,,,,,,,,,
sigsep,sigsep-mus-db,,,,,,,,,,,,,,
faroit,CountNet,,,,,,,,,,,,,,
kozistr,pytorch_optimizer,,,,,,,,,,,,,,
DeepRank,deeprank,,,,,,,,,,,,,,
cangermueller,deepcpg,,,,,,,,,,,,,,
kkirchheim,pytorch-ood,,,,,,,,,,,,,,
james34602,SpleeterRT,,,,,,,,,,,,,,
EmergentOrder,onnx-scala,,,,,,,,,,,,,,
mzjb,DeepH-pack,,,,,,,,,,,,,,
NRCan,geo-deep-learning,,,,,,,,,,,,,,
TorchSpatiotemporal,tsl,,,,,,,,,,,,,,
joaopauloschuler,k-neural-api,,,,,,,,,,,,,,
decile-team,distil,,,,,,,,,,,,,,
mathLab,PINA,,,,,,,,,,,,,,
ViCCo-Group,thingsvision,,,,,,,,,,,,,,
softmatterlab,DeepTrack2,,,,,,,,,,,,,,
slimgroup,InvertibleNetworks.jl,,,,,,,,,,,,,,
diningphil,PyDGN,,,,,,,,,,,,,,
stulp,dmpbbo,,,,,,,,,,,,,,
selimamrouni,Deep-Portfolio-Management-Reinforcement-Learning,,,,,,,,,,,,,,
PaddlePaddle,InterpretDL,,,,,,,,,,,,,,
tailhq,DynaML,,,,,,,,,,,,,,
huseinzol05,malaya-speech,,,,,,,,,,,,,,
pfnet-research,pfhedge,,,,,,,,,,,,,,
dividiti,ck-caffe,,,,,,,,,,,,,,
dccuchile,CC6205,,,,,,,,,,,,,,
aramis-lab,clinica,,,,,,,,,,,,,,
BiomedSciAI,histocartography,,,,,,,,,,,,,,
jensleitloff,CNN-Sentinel,,,,,,,,,,,,,,
torcheeg,torcheeg,,,,,,,,,,,,,,
Hecate2,Ignareo-ISML-auto-voter,,,,,,,,,,,,,,
nasa,delta,,,,,,,,,,,,,,
stefanradev93,BayesFlow,,,,,,,,,,,,,,
henrysky,astroNN,,,,,,,,,,,,,,
botkop,numsca,,,,,,,,,,,,,,
AI4EPS,PhaseNet,,,,,,,,,,,,,,
awslabs,realtime-fraud-detection-with-gnn-on-dgl,,,,,,,,,,,,,,
RootHarold,Lycoris,,,,,,,,,,,,,,
nlpodyssey,cybertron,,,,,,,,,,,,,,
NeuraLegion,shainet,,,,,,,,,,,,,,
SciML,NeuralOperators.jl,,,,,,,,,,,,,,
chaosprint,RaveForce,,,,,,,,,,,,,,
cair,deep-rts,,,,,,,,,,,,,,
imjoy-team,ImJoy,,,,,,,,,,,,,,
materialsvirtuallab,m3gnet,,,,,,,,,,,,,,
nabeel-oz,qlik-py-tools,,,,,,,,,,,,,,
kevinjliang,tf-Faster-RCNN,,,,,,,,,,,,,,
jaywonchung,reason,,,,,,,,,,,,,,
OHDSI,PatientLevelPrediction,,,,,,,,,,,,,,
aquaskyline,Clairvoyante,,,,,,,,,,,,,,
vdemichev,DiaNN,,,,,,,,,,,,,,
lucidrains,simple-hierarchical-transformer,,,,,,,,,,,,,,
zhongkaifu,Seq2SeqSharp,,,,,,,,,,,,,,
elasticdeeplearning,edl,,,,,,,,,,,,,,
CarloLucibello,GraphNeuralNetworks.jl,,,,,,,,,,,,,,
bioinform,neusomatic,,,,,,,,,,,,,,
r-three,git-theta,,,,,,,,,,,,,,
tanakamasayuki,Arduino_TensorFlowLite_ESP32,,,,,,,,,,,,,,
sayakpaul,Adventures-in-TensorFlow-Lite,,,,,,,,,,,,,,
thilowrona,seismic_deep_learning,,,,,,,,,,,,,,
blobcity,autoai,,,,,,,,,,,,,,
jyhmiinlin,pynufft,,,,,,,,,,,,,,
matajoh,fourier_feature_nets,,,,,,,,,,,,,,
pycroscopy,atomai,,,,,,,,,,,,,,
dynamicslab,pykoopman,,,,,,,,,,,,,,
Somnibyte,MLKit,,,,,,,,,,,,,,
massquantity,LibRecommender,,,,,,,,,,,,,,
tomas-gajarsky,facetorch,,,,,,,,,,,,,,
enlite-ai,maze,,,,,,,,,,,,,,
LukasZahradnik,PyNeuraLogic,,,,,,,,,,,,,,
crypti,cryptocurrencies,,,,,,,,,,,,,,
OmicsML,dance,,,,,,,,,,,,,,
ContextLab,human-memory,,,,,,,,,,,,,,
upb-lea,gym-electric-motor,,,,,,,,,,,,,,
shibing624,dialogbot,,,,,,,,,,,,,,
alshedivat,keras-gp,,,,,,,,,,,,,,
analysiscenter,cardio,,,,,,,,,,,,,,
awslabs,Renate,,,,,,,,,,,,,,
neuralhydrology,neuralhydrology,,,,,,,,,,,,,,
ml-struct-bio,cryodrgn,,,,,,,,,,,,,,
javier-hernandezo,FaceQnet,,,,,,,,,,,,,,
darkonhub,darkon,,,,,,,,,,,,,,
GitHub-HongweiZhang,prediction-flow,,,,,,,,,,,,,,
asdfjkl,neural_network_chess,,,,,,,,,,,,,,
larq,compute-engine,,,,,,,,,,,,,,
mfinzi,equivariant-MLP,,,,,,,,,,,,,,
hpi-xnor,BMXNet-v2,,,,,,,,,,,,,,
asmirnou,watsor,,,,,,,,,,,,,,
IBM,aihwkit,,,,,,,,,,,,,,
NervanaSystems,he-transformer,,,,,,,,,,,,,,
adapt-python,adapt,,,,,,,,,,,,,,
sassoftware,python-dlpy,,,,,,,,,,,,,,
galeone,dynamic-training-bench,,,,,,,,,,,,,,
LLNL,lbann,,,,,,,,,,,,,,
auxten,go-ctr,,,,,,,,,,,,,,
QueensGambit,CrazyAra,,,,,,,,,,,,,,
Thinklab-SJTU,pygmtools,,,,,,,,,,,,,,
Swift-AI,NeuralNet,,,,,,,,,,,,,,
idstcv,ZenNAS,,,,,,,,,,,,,,
DataCanvasIO,HyperTS,,,,,,,,,,,,,,
lukasturcani,stk,,,,,,,,,,,,,,
AllenInstitute,deepinterpolation,,,,,,,,,,,,,,
ashutosh1919,explainable-cnn,,,,,,,,,,,,,,
lmnt-com,haste,,,,,,,,,,,,,,
bethgelab,model-vs-human,,,,,,,,,,,,,,
NVIDIA,modulus,,,,,,,,,,,,,,
evilsocket,ergo,,,,,,,,,,,,,,
Bluefog-Lib,bluefog,,,,,,,,,,,,,,
neuralmagic,sparsify,,,,,,,,,,,,,,
BethanyL,DeepKoopman,,,,,,,,,,,,,,
MarcusOlivecrona,REINVENT,,,,,,,,,,,,,,
mc2-project,mc2,,,,,,,,,,,,,,
zhongkaifu,RNNSharp,,,,,,,,,,,,,,
HiLab-git,PyMIC,,,,,,,,,,,,,,
sony,nnabla-examples,,,,,,,,,,,,,,
LaurentMazare,tensorflow-ocaml,,,,,,,,,,,,,,
isaaccorley,torchrs,,,,,,,,,,,,,,
trackmania-rl,tmrl,,,,,,,,,,,,,,
histolab,histolab,,,,,,,,,,,,,,
reservoirpy,reservoirpy,,,,,,,,,,,,,,
EFS-OpenSource,calibration-framework,,,,,,,,,,,,,,
martinsbruveris,tensorflow-image-models,,,,,,,,,,,,,,
dcmartin,motion-ai,,,,,,,,,,,,,,
materialsvirtuallab,maml,,,,,,,,,,,,,,
